msisdn,category,applicationtype,age,gender,arpu,income,device,download,num_downloads,purchase_value
5617073576,Others,Playstore,27,1,13636.36364,95444,3,0,0,0
5617072728,Lifestyle,Playstore,42,0,22727.27273,49221,2,1,67373,6674
5617069992,Banking,Playstore,74,1,0,16557,4,1,78359,0
5617059192,Others,Playstore,60,0,40909.09091,53648,3,1,19985,0
5617051096,News,Playstore,23,0,9090.909091,98555,4,1,39750,0
5617047848,Music,Playstore,48,1,0,33977,2,0,0,0
5617047464,Others,Playstore,23,0,254485.4545,22647,3,0,0,0
5617042632,Others,Playstore,18,1,0,98439,2,0,0,0
5617030456,Banking,Playstore,78,0,0,59457,3,1,57523,7536
5617021944,e-Book,Playstore,58,1,0,63612,4,0,0,0
5617009816,Communication,Playstore,15,0,0,58327,3,1,88083,0
5616063896,Education,Playstore,23,1,0,13461,4,0,0,0
5616063144,Games,Playstore,33,0,0,90884,3,1,40600,2025
5616060152,Games,Playstore,25,0,0,44207,3,0,0,0
5616045256,Education,Playstore,34,0,0,72421,2,1,17826,0
5616043256,e-Book,Playstore,76,1,54545.45455,18878,2,1,55850,0
5616029688,Video,Playstore,54,0,0,71161,2,0,0,0
5616024120,Games,Playstore,57,0,0,34737,2,1,46722,3351
5616024104,Others,Playstore,57,0,0,59514,2,0,0,0
5616018984,Video,Playstore,44,1,0,51588,3,1,98382,0
5616008616,e-Book,Playstore,34,1,0,62899,2,0,0,0
5614707640,e-Book,Playstore,27,1,0,68194,3,0,0,0
5614613912,ecommerce,Playstore,15,0,0,88940,3,1,48116,0
655642452,News,Playstore,64,1,NA,72952,3,1,65952,0
655622132,ecommerce,Playstore,25,1,183386.3636,25370,4,0,0,0
655606516,Travel,Playstore,20,1,96363.63636,67690,3,0,0,0
655569364,Banking,Playstore,23,1,0,89232,3,0,0,0
655525620,Others,Playstore,21,0,0,67607,2,1,62574,0
655523012,Banking,Playstore,47,0,0,20231,2,1,13222,2959
655519732,Banking,Playstore,63,0,0,39180,2,1,53104,0
655508420,News,Playstore,80,0,0,59337,4,0,0,0
655494532,News,Playstore,33,0,NA,41970,3,0,0,0
655444852,e-Book,Playstore,24,1,31818.18182,81774,4,1,49987,7599
655423460,Games,Playstore,30,0,NA,61207,4,0,0,0
655385652,Lifestyle,Playstore,80,1,NA,67994,4,1,73258,0
655310532,ecommerce,Playstore,69,0,0,34836,3,0,0,0
655222724,Music,Playstore,36,0,108954.5455,54551,4,0,0,0
655211940,News,Playstore,28,1,0,31544,2,1,59987,5170
655164804,News,Playstore,62,0,NA,33715,3,1,26464,0
655054324,Communication,Playstore,68,0,NA,37517,2,0,0,0
655010388,Education,Playstore,31,0,0,38146,2,0,0,0
654976580,News,Playstore,68,1,0,20718,2,0,0,0
654976244,Lifestyle,Playstore,37,1,0,92440,4,1,71306,0
654931924,Music,Playstore,67,0,0,24301,2,1,80184,5351
654855332,Music,Playstore,61,0,0,93922,3,0,0,0
654831396,Banking,Playstore,34,0,109090.9091,64052,2,1,40213,4047
654607220,Education,Playstore,60,1,0,69841,2,1,37948,4780
654600164,ecommerce,Playstore,36,0,0,83909,4,1,74844,8048
654558964,Lifestyle,Playstore,37,1,409931.8182,71718,3,1,93238,0
654537428,News,Playstore,67,1,0,71856,2,1,66018,0
654529716,Travel,Playstore,56,0,0,67314,2,1,19971,2114
654526052,Others,Playstore,78,0,13636.36364,14798,2,1,79731,3195
654491556,Education,Playstore,29,1,0,52710,4,1,87561,3575
654486388,Sports,Playstore,30,0,115909.0909,84998,4,0,0,0
654439252,Music,Playstore,36,0,0,62555,3,1,99940,0
654261636,Travel,Playstore,55,0,0,53697,3,0,0,0
654228148,Lifestyle,Playstore,71,0,0,57184,2,0,0,0
654028276,Video,Playstore,53,1,0,46513,2,0,0,0
653894420,News,Playstore,18,1,0,80840,4,1,62848,0
653893588,Banking,Playstore,54,1,0,97931,4,1,94039,8741
653856612,Travel,Playstore,51,0,0,55554,4,0,0,0
653794980,Travel,Playstore,40,0,0,47138,4,1,84556,0
653790788,e-Book,Playstore,27,0,0,82093,4,0,0,0
653783092,Travel,Playstore,46,0,0,79943,3,0,0,0
653739076,Others,Playstore,76,1,0,66642,2,0,0,0
653732692,Sports,Playstore,37,0,0,24429,4,0,0,0
653705428,e-Book,Playstore,27,0,18181.81818,42280,4,0,0,0
653471716,Music,Playstore,56,0,0,64209,3,1,75048,9119
653454564,e-Book,Playstore,28,1,NA,13371,4,0,0,0
653388068,Banking,Playstore,48,1,0,59255,4,1,47308,0
653354004,Travel,Playstore,63,0,0,63178,3,0,0,0
653327220,Banking,Playstore,34,1,41545.45455,56603,2,0,0,0
653279236,Others,Playstore,35,1,0,74053,2,0,0,0
653240996,Education,Playstore,47,0,115909.0909,72898,2,1,29904,0
653216452,Lifestyle,Playstore,31,1,0,30102,3,0,0,0
653150388,Sports,Playstore,45,1,0,46254,3,1,34799,0
653108356,Communication,Playstore,51,1,0,52034,2,1,48132,0
653091588,e-Book,Playstore,26,1,0,53421,4,0,0,0
652899156,Travel,Playstore,25,1,0,54552,2,1,24874,4959
652869732,News,Playstore,29,0,0,74695,3,0,0,0
652865732,News,Playstore,79,0,572909.0909,81417,3,1,58329,5579
652850244,e-Book,Playstore,28,1,0,80600,2,1,31430,0
652823876,Communication,Playstore,63,0,72727.27273,78879,4,0,0,0
652780916,Sports,Playstore,38,1,19722.72727,31702,3,1,35018,0
652776244,ecommerce,Playstore,34,0,0,94476,3,0,0,0
652705892,Games,Playstore,53,1,0,95707,3,1,98940,5946
652652932,Music,Playstore,72,1,0,61017,4,1,26917,0
652634340,ecommerce,Playstore,55,1,0,79347,3,1,98729,6479
652630276,Banking,Playstore,31,1,85267.27273,93245,2,1,51139,0
652523860,Sports,Playstore,36,0,0,92848,2,1,22021,0
652518116,Lifestyle,Playstore,31,1,NA,83184,2,1,60506,1064
652513188,Lifestyle,Playstore,18,1,161022.7273,44858,2,1,62136,0
652431316,Sports,Playstore,61,1,0,23458,2,0,0,0
652309364,Banking,Playstore,63,0,0,92685,3,1,92371,5986
652293092,Education,Playstore,56,0,0,69018,2,0,0,0
652164212,Music,Playstore,41,0,0,86537,3,0,0,0
652114964,Video,Playstore,40,0,0,48477,3,1,77506,0
652107588,Games,Playstore,45,1,0,80031,4,0,0,0
652085636,e-Book,Playstore,29,1,0,72405,4,0,0,0
651998852,e-Book,Playstore,74,0,0,30055,4,0,0,0
651971460,Music,Playstore,45,0,0,52471,4,1,44204,1312
651965572,Banking,Playstore,17,1,0,25409,3,1,32747,2041
651952996,Others,Playstore,27,0,0,21712,3,0,0,0
651951124,Sports,Playstore,42,0,0,26464,4,1,40850,0
651938692,Lifestyle,Playstore,56,0,0,95410,2,1,27457,8585
651934932,e-Book,Playstore,51,0,0,89416,4,0,0,0
651900372,e-Book,Playstore,26,1,0,41419,3,1,90699,0
651895812,Video,Playstore,72,0,NA,66552,2,1,21424,0
651884212,Music,Playstore,18,0,109090.9091,99190,3,0,0,0
651865780,Music,Playstore,30,1,210909.0909,40251,4,0,0,0
651826356,Others,Playstore,17,0,0,60646,2,1,47990,0
651822132,ecommerce,Playstore,15,1,0,58203,4,1,71581,0
651808420,Travel,Playstore,73,0,0,31940,4,0,0,0
651766132,Sports,Playstore,65,1,0,77816,3,0,0,0
651760884,ecommerce,Playstore,60,1,NA,37844,4,0,0,0
651739044,e-Book,Playstore,69,0,0,47694,2,0,0,0
651728676,Lifestyle,Playstore,47,0,20000,50020,3,1,38866,6776
651696692,Travel,Playstore,20,1,NA,19384,3,1,65128,0
651614772,Others,Playstore,42,0,NA,13281,3,1,42230,2212
651614212,News,Playstore,48,1,0,88907,2,1,56234,2469
651603476,Sports,Playstore,61,0,54418.18182,54831,4,0,0,0
651574340,Banking,Playstore,73,0,0,43065,3,1,78684,0
651560756,Others,Playstore,22,1,240500,39656,4,1,10801,1684
651525428,Banking,Playstore,41,1,42651.81818,78785,3,1,12207,8771
651520660,Video,Playstore,22,0,36735.45455,14586,2,0,0,0
651507316,Video,Playstore,52,1,0,46109,3,0,0,0
651464404,Sports,Playstore,65,1,50909.09091,67684,4,1,26596,4361
651451956,Travel,Playstore,45,0,521663.6364,40257,3,1,98254,0
651449364,Music,Playstore,57,0,NA,31236,3,0,0,0
651425876,News,Playstore,46,0,0,25688,2,0,0,0
651409604,Travel,Playstore,36,0,0,49501,4,1,30185,0
651388740,ecommerce,Playstore,70,1,181818.1818,44399,3,0,0,0
651317636,Sports,Playstore,32,1,10909.09091,37105,4,0,0,0
651196484,ecommerce,Playstore,69,0,0,22681,4,0,0,0
651181460,Lifestyle,Playstore,46,0,24710,16656,3,1,96965,0
651175860,Video,Playstore,18,0,109090.9091,41451,2,0,0,0
651173684,Banking,Playstore,76,0,NA,48222,3,0,0,0
651168740,ecommerce,Playstore,73,1,NA,68872,2,1,79493,0
651129588,Banking,Playstore,16,0,0,56025,4,1,32323,6733
651120516,ecommerce,Playstore,18,1,245954.5455,79073,4,1,32332,2993
651086100,Others,Playstore,79,1,306818.1818,66643,3,0,0,0
651001236,Banking,Playstore,15,1,0,33502,3,1,93583,0
650882836,News,Playstore,15,1,54545.45455,70822,2,0,0,0
650850420,Education,Playstore,18,1,42950,89930,4,1,59214,0
650823940,Banking,Playstore,50,0,0,76324,4,1,78145,4759
650795540,Video,Playstore,56,0,117636.3636,19512,3,1,99251,0
650736708,Music,Playstore,34,0,12826.36364,40299,3,0,0,0
650727668,Travel,Playstore,74,1,9090.909091,87661,4,1,59190,0
650719092,News,Playstore,73,0,NA,68809,2,1,43706,6290
650701332,Games,Playstore,26,1,40909.09091,71182,2,1,13698,5663
650689540,ecommerce,Playstore,30,1,109090.9091,38853,2,0,0,0
650627908,ecommerce,Playstore,67,1,0,12424,2,1,44124,0
650600836,Education,Playstore,44,1,10875.45455,65963,4,1,38695,8689
650592788,Music,Playstore,76,0,490909.0909,27281,2,0,0,0
650453188,Video,Playstore,33,0,0,15718,2,0,0,0
650443844,Games,Playstore,63,1,0,94201,3,1,73943,0
650388772,Education,Playstore,15,0,0,64172,2,1,15380,2236
650345684,Education,Playstore,16,1,0,22467,3,1,20836,1571
650344420,Communication,Playstore,39,0,62909.09091,64263,4,1,11773,3119
650276196,Lifestyle,Playstore,57,1,15450,48280,3,1,14990,0
650247748,Music,Playstore,27,0,0,27456,4,0,0,0
650224244,Education,Playstore,24,0,421718.1818,54516,4,0,0,0
650212724,Music,Playstore,24,1,NA,70479,2,1,77084,9965
650183044,Travel,Playstore,18,0,0,84619,3,0,0,0
650098292,Sports,Playstore,75,1,0,17330,4,1,48163,0
650095284,Music,Playstore,44,0,0,59918,3,0,0,0
650090868,Others,Playstore,36,1,0,10228,4,1,32662,7612
650081156,Video,Playstore,18,0,0,60778,3,0,0,0
650076148,News,Playstore,72,0,0,18158,4,1,63287,0
650075348,Music,Playstore,57,0,0,38404,3,1,10302,7776
650064580,Video,Playstore,51,1,0,74892,2,0,0,0
650058932,Travel,Playstore,40,1,257161.8182,12849,2,1,11929,0
650022340,Games,Playstore,47,1,0,74099,2,0,0,0
650011908,Communication,Playstore,56,1,NA,80628,2,1,94129,0
649962980,Video,Playstore,59,0,NA,61725,2,0,0,0
649935012,Banking,Playstore,33,0,0,43438,3,1,41035,9461
649916932,Travel,Playstore,15,0,0,86703,4,0,0,0
649909956,Games,Playstore,75,0,0,76721,4,0,0,0
649904404,Games,Playstore,20,0,9090.909091,97959,3,0,0,0
649891828,Games,Playstore,55,1,0,47214,2,0,0,0
649858884,Communication,Playstore,73,0,0,59022,4,0,0,0
649845380,Banking,Playstore,58,0,0,12616,2,0,0,0
649833924,ecommerce,Playstore,15,0,0,90966,4,1,45316,6965
649833220,Communication,Playstore,41,0,0,91073,3,1,33660,0
649823876,Music,Playstore,59,0,0,71115,3,0,0,0
649821476,Sports,Playstore,32,1,234522.7273,61271,2,0,0,0
649820980,Banking,Playstore,75,1,0,23923,2,0,0,0
649760644,Others,Playstore,59,0,40845.45455,13822,4,1,22621,0
649749044,Sports,Playstore,22,1,0,28966,2,0,0,0
649720132,Travel,Playstore,19,0,0,86063,2,0,0,0
649682548,Others,Playstore,15,0,0,17780,4,1,65210,9930
649670452,ecommerce,Playstore,15,1,NA,92458,3,0,0,0
649658948,Travel,Playstore,61,1,0,17147,2,0,0,0
649647812,Video,Playstore,36,1,0,94659,3,0,0,0
649633492,Travel,Playstore,18,1,0,87120,2,0,0,0
649627476,Travel,Playstore,59,0,500,40228,2,0,0,0
649607652,News,Playstore,76,0,0,85240,3,0,0,0
649581844,e-Book,Playstore,16,0,0,65324,2,0,0,0
649567380,Video,Playstore,40,1,0,77076,4,0,0,0
649527156,Games,Playstore,20,1,0,54344,2,1,96854,0
649517460,News,Playstore,50,1,54545.45455,47262,2,0,0,0
649507812,Banking,Playstore,74,0,0,27555,2,0,0,0
649494836,Lifestyle,Playstore,44,1,0,14291,2,0,0,0
649470324,Video,Playstore,76,0,0,22810,3,1,74816,9294
649430196,Education,Playstore,40,0,0,83367,2,0,0,0
649426612,News,Playstore,74,1,0,80789,4,1,85047,8076
649424804,News,Playstore,63,1,0,96815,4,0,0,0
649424212,Education,Playstore,47,1,0,67265,4,0,0,0
649416196,Education,Playstore,49,0,0,79797,2,0,0,0
649415236,ecommerce,Playstore,64,1,0,35445,3,1,65682,6847
649408212,Games,Playstore,60,1,0,85244,3,0,0,0
649318308,Music,Playstore,24,1,0,42380,3,1,13702,9799
649315380,Music,Playstore,72,1,0,21412,2,0,0,0
649303444,e-Book,Playstore,46,0,0,33470,3,0,0,0
649274756,e-Book,Playstore,32,0,0,65294,4,1,71581,0
649273156,Music,Playstore,60,0,0,46301,2,1,78898,1305
649237252,News,Playstore,62,0,0,31256,3,0,0,0
649222852,Travel,Playstore,62,1,0,84130,2,1,34215,6985
649222740,Music,Playstore,78,1,0,75974,4,1,10674,9473
649208372,Education,Playstore,26,1,1795.454545,29348,2,0,0,0
649156692,Travel,Playstore,31,0,0,70442,3,1,26345,0
649152868,Banking,Playstore,24,0,0,95654,2,0,0,0
649134964,Others,Playstore,20,0,0,14626,2,1,96506,0
649132772,e-Book,Playstore,45,0,0,46138,4,0,0,0
649130580,Travel,Playstore,29,1,0,21920,2,0,0,0
649128660,Travel,Playstore,41,0,0,70992,2,1,73693,1051
649101028,Games,Playstore,46,0,9009.090909,26806,2,1,63037,0
649088644,News,Playstore,33,1,0,82987,4,1,68509,2369
649053620,e-Book,Playstore,56,0,54545.45455,50362,2,0,0,0
649041092,News,Playstore,39,0,0,53392,4,1,11086,0
649039908,Lifestyle,Playstore,47,1,0,24170,4,0,0,0
649010836,Travel,Playstore,16,0,0,68507,4,0,0,0
648986740,Lifestyle,Playstore,61,0,0,61565,4,1,84818,0
648979076,Games,Playstore,69,0,0,87073,4,1,48080,0
648977236,News,Playstore,28,0,0,82725,2,1,29065,9663
648877556,e-Book,Playstore,54,0,0,98889,4,1,66953,0
648862308,Lifestyle,Playstore,38,0,115909.0909,10379,2,0,0,0
648847284,Games,Playstore,60,1,0,34921,2,0,0,0
648837284,Video,Playstore,41,0,0,96675,4,0,0,0
648824420,News,Playstore,29,0,0,84300,4,1,35754,0
648815332,Travel,Playstore,76,1,0,49592,3,1,25850,0
648813684,Music,Playstore,36,1,363636.3636,20254,3,1,60518,0
648807444,ecommerce,Playstore,39,1,0,66735,2,1,78767,0
648788660,Sports,Playstore,48,0,0,50524,4,0,0,0
648786116,Lifestyle,Playstore,61,1,0,81584,3,1,58706,0
648785492,Games,Playstore,20,0,0,90528,3,1,91224,3198
648770980,e-Book,Playstore,21,0,0,89389,4,1,86127,9531
648668628,Music,Playstore,34,0,0,27232,4,0,0,0
648653716,ecommerce,Playstore,75,1,128945.4545,43512,3,1,85021,8643
648609236,Games,Playstore,46,0,0,58812,4,0,0,0
648608036,Communication,Playstore,28,0,13636.36364,54705,4,1,56244,7576
648606996,ecommerce,Playstore,73,1,0,46898,2,0,0,0
648584884,ecommerce,Playstore,42,0,230181.8182,66907,4,0,0,0
648569540,Video,Playstore,37,0,0,79842,4,1,82480,1464
648534724,Travel,Playstore,43,0,0,79959,2,1,60221,0
648534180,Others,Playstore,63,1,0,29272,4,1,69094,5917
648529796,Others,Playstore,18,1,0,53208,3,1,89379,0
648441636,Banking,Playstore,17,0,13340.90909,91438,3,0,0,0
648379940,Music,Playstore,51,1,0,78367,4,0,0,0
648301764,Sports,Playstore,75,1,0,70163,3,0,0,0
648260340,ecommerce,Playstore,36,0,0,39277,3,0,0,0
648255956,Banking,Playstore,25,1,0,72100,2,1,17345,0
648183668,Education,Playstore,36,0,0,52935,3,1,44379,8805
648149908,Lifestyle,Playstore,34,1,0,87664,3,0,0,0
648062484,Games,Playstore,54,1,0,58201,2,0,0,0
648018772,News,Playstore,62,1,0,47920,3,0,0,0
648015780,e-Book,Playstore,17,1,0,43112,4,1,87159,6386
648015524,Travel,Playstore,42,1,NA,87986,3,0,0,0
648007604,Others,Playstore,15,1,0,88219,4,0,0,0
647991364,Video,Playstore,62,0,90909.09091,14964,4,1,68808,4267
647985444,Education,Playstore,17,0,NA,93231,4,1,16059,0
647946964,Lifestyle,Playstore,41,1,0,86833,4,0,0,0
647933284,Education,Playstore,37,0,0,18543,3,1,22636,0
647918292,Games,Playstore,25,1,0,40583,4,0,0,0
647891860,e-Book,Playstore,25,0,1590.909091,20204,4,1,65970,0
647856580,Video,Playstore,17,0,0,72457,4,1,80551,8678
647846228,Education,Playstore,60,0,0,17703,3,0,0,0
647834004,Banking,Playstore,56,1,27250,95901,4,1,52423,0
647833988,Lifestyle,Playstore,57,1,0,23570,2,0,0,0
647829780,Video,Playstore,32,1,0,90606,4,0,0,0
647772772,Education,Playstore,50,1,95454.54545,67763,2,1,52566,0
647766004,ecommerce,Playstore,15,1,40909.09091,40880,2,1,15164,0
647751140,News,Playstore,37,1,0,95042,2,1,67289,7100
647727172,Banking,Playstore,69,1,0,36312,2,1,18056,7321
647725764,News,Playstore,57,0,0,93069,3,1,68070,0
647712884,News,Playstore,17,1,0,53804,3,0,0,0
647691924,Travel,Playstore,54,1,0,31466,3,0,0,0
647670452,Banking,Playstore,60,0,0,66072,2,0,0,0
647658436,Video,Playstore,54,1,0,59892,3,0,0,0
647657684,News,Playstore,50,0,0,21820,4,1,48047,0
647651764,Music,Playstore,74,1,0,62787,4,0,0,0
647651236,ecommerce,Playstore,17,0,94527.27273,29650,4,0,0,0
647591396,Others,Playstore,30,1,0,35689,4,0,0,0
647591236,Banking,Playstore,76,0,0,22813,4,1,87105,3625
647584468,Travel,Playstore,42,1,0,84634,3,1,12091,0
647521940,Sports,Playstore,23,0,12236.36364,31681,2,0,0,0
647484148,Games,Playstore,42,1,0,74887,3,0,0,0
647461780,ecommerce,Playstore,67,1,0,72556,2,1,94042,3066
647454324,Communication,Playstore,77,0,0,53335,3,0,0,0
647423940,Music,Playstore,55,0,6068.181818,94583,2,1,12080,0
647421940,ecommerce,Playstore,61,1,0,54256,4,1,82037,7145
647411956,Music,Playstore,66,0,0,90315,3,1,18411,0
647401252,ecommerce,Playstore,33,1,0,21226,2,0,0,0
647390244,ecommerce,Playstore,71,0,0,68199,2,1,42644,0
647378804,ecommerce,Playstore,20,0,0,68850,4,1,65264,3186
647344980,Video,Playstore,33,0,0,44844,4,0,0,0
647342436,Communication,Playstore,51,0,26954.54545,90559,2,1,99900,7671
647339860,Travel,Playstore,41,1,0,36176,4,1,85182,3442
647338196,Music,Playstore,42,0,0,53732,2,1,25919,0
647322548,Games,Playstore,70,0,0,100000,4,1,77436,0
647290612,Education,Playstore,44,0,NA,19379,4,0,0,0
647255796,Education,Playstore,62,0,NA,79393,3,1,34143,0
647230468,Lifestyle,Playstore,20,0,0,13260,4,1,26934,2680
647218644,Others,Playstore,22,1,0,47576,3,0,0,0
647178708,Travel,Playstore,61,1,0,31659,2,1,39663,0
647175364,Lifestyle,Playstore,61,1,0,45019,3,1,66163,0
647142356,Education,Playstore,19,1,0,75332,2,1,98194,8980
647139860,Education,Playstore,30,0,22727.27273,41738,4,1,77728,6508
647129156,Lifestyle,Playstore,24,1,1800,31782,2,1,49060,4645
647074164,Banking,Playstore,21,1,NA,13839,4,0,0,0
647073348,Banking,Playstore,54,0,NA,17240,2,1,65315,0
647055972,News,Playstore,32,0,0,58663,2,0,0,0
647038676,Communication,Playstore,54,1,0,36132,2,0,0,0
647037108,e-Book,Playstore,79,1,0,97915,4,0,0,0
647026484,Communication,Playstore,75,0,179036.3636,38119,2,1,72647,0
646919444,Others,Playstore,28,0,NA,32507,2,0,0,0
646916612,Travel,Playstore,43,0,147195.4545,37495,3,0,0,0
646828420,Travel,Playstore,55,1,0,82662,3,0,0,0
646743572,Education,Playstore,41,0,0,22637,4,0,0,0
646726356,Sports,Playstore,73,0,18181.81818,98803,4,1,35018,7855
646723108,News,Playstore,68,0,0,29626,4,0,0,0
646694244,Lifestyle,Playstore,33,1,2545.454545,73238,2,0,0,0
646684756,Communication,Playstore,40,0,453388.1818,46460,4,0,0,0
646670788,Travel,Playstore,45,1,113631.8182,11857,2,0,0,0
646657796,Video,Playstore,23,0,0,60109,4,0,0,0
646652372,Games,Playstore,35,1,0,51610,3,0,0,0
646651732,e-Book,Playstore,64,1,0,77099,3,0,0,0
646614660,News,Playstore,47,1,0,76323,4,1,17460,2781
646606820,Others,Playstore,34,1,0,75173,4,0,0,0
646471908,Education,Playstore,55,1,0,29164,4,1,90704,2721
646466948,News,Playstore,46,1,360490.9091,43228,4,0,0,0
646465348,ecommerce,Playstore,76,0,56272.72727,26121,3,1,86011,4612
646462372,Travel,Playstore,70,1,0,69086,2,1,87799,2405
646459972,Music,Playstore,49,0,NA,11496,4,0,0,0
646459556,Lifestyle,Playstore,39,0,NA,34474,2,1,25826,8363
646431380,Sports,Playstore,37,0,0,96251,4,0,0,0
646407220,ecommerce,Playstore,17,0,27272.72727,59345,4,1,31221,1443
646406388,ecommerce,Playstore,76,1,27272.72727,51945,3,1,42234,4499
646392884,ecommerce,Playstore,35,0,0,43628,3,1,29289,0
646380452,Education,Playstore,69,1,0,84345,2,0,0,0
646373684,News,Playstore,80,0,0,85706,4,0,0,0
646301252,Banking,Playstore,59,0,0,67634,3,0,0,0
644978996,Games,Playstore,56,1,90909.09091,82340,4,1,91909,4022
644964740,Video,Playstore,68,1,0,74030,4,1,35798,0
644925044,News,Playstore,68,0,0,30860,3,1,31193,1148
644874532,Travel,Playstore,19,0,59045.45455,37879,2,1,23993,0
644779604,News,Playstore,59,0,85818.18182,31874,3,0,0,0
644672868,Travel,Playstore,66,0,0,90222,2,1,45002,3279
644667044,Others,Playstore,48,0,0,80604,3,0,0,0
644625652,ecommerce,Playstore,22,0,NA,85986,2,1,56220,6326
644593828,Travel,Playstore,49,0,54545.45455,87941,4,1,81490,0
644586964,News,Playstore,32,1,0,79709,3,1,61299,7855
644586244,ecommerce,Playstore,59,0,18181.81818,55430,3,0,0,0
644534740,Games,Playstore,48,1,0,95549,2,1,44235,0
644498148,Travel,Playstore,73,0,NA,17254,4,0,0,0
644412884,Banking,Playstore,33,0,28363.63636,19743,2,1,23304,9219
644388692,Games,Playstore,75,1,109090.9091,90946,3,1,98476,0
644279428,News,Playstore,36,1,301772.7273,62826,3,1,82971,0
644230116,Lifestyle,Playstore,63,0,0,46085,2,1,65812,0
644167604,News,Playstore,35,1,31904.54545,70172,4,0,0,0
644108932,e-Book,Playstore,19,1,NA,59445,3,0,0,0
644107428,Education,Playstore,53,1,13697.27273,12589,4,0,0,0
644098612,e-Book,Playstore,39,0,201727.2727,61010,2,0,0,0
643333316,Banking,Playstore,54,0,761363.6364,41424,2,1,49334,4705
643283988,Others,Playstore,62,1,0,57616,4,1,54225,0
643182404,Sports,Playstore,26,0,0,21465,3,1,69845,4931
639968068,Video,Playstore,34,0,0,79411,4,1,27335,0
639945540,Sports,Playstore,61,0,0,83863,4,1,82692,0
639919844,Video,Playstore,75,0,0,53908,2,0,0,0
639917444,Banking,Playstore,17,1,0,49828,3,1,60336,2753
639891748,Sports,Playstore,60,0,386363.6364,39800,3,1,93846,0
639727252,Sports,Playstore,54,0,0,44776,3,1,95430,0
639695764,Communication,Playstore,77,0,0,86860,4,0,0,0
639585412,e-Book,Playstore,45,1,128940.9091,68143,2,1,51666,0
639579124,Education,Playstore,53,1,56363.63636,96485,3,1,38927,8431
639562564,Travel,Playstore,80,0,275431.8182,94401,3,0,0,0
639491028,e-Book,Playstore,75,0,0,61136,2,1,75036,6852
639467412,Education,Playstore,33,0,0,80641,3,0,0,0
639464852,ecommerce,Playstore,15,1,0,99729,2,1,66217,5533
639460164,Lifestyle,Playstore,74,1,18181.81818,73803,3,0,0,0
639456084,Communication,Playstore,79,0,0,87867,2,0,0,0
639404852,Banking,Playstore,32,0,0,47905,2,1,43113,8183
639321588,Travel,Playstore,28,0,0,79434,2,1,31924,0
639308148,ecommerce,Playstore,61,0,12727.27273,81427,2,0,0,0
639296420,ecommerce,Playstore,73,0,0,66767,2,0,0,0
639229044,Lifestyle,Playstore,66,0,0,83054,2,1,69823,9949
639202740,e-Book,Playstore,72,0,0,26331,3,0,0,0
639116884,Communication,Playstore,73,1,NA,10006,4,0,0,0
639075220,Travel,Playstore,28,1,NA,95214,4,0,0,0
639061780,News,Playstore,65,0,0,83341,2,1,36909,3139
639059812,Travel,Playstore,57,1,18181.81818,72361,4,0,0,0
639044420,ecommerce,Playstore,20,0,259090.9091,22276,3,0,0,0
639031172,Others,Playstore,57,0,0,32935,4,0,0,0
639015412,News,Playstore,46,1,NA,85043,3,0,0,0
638896724,Music,Playstore,26,0,0,93294,4,1,58229,8602
638874324,News,Playstore,15,0,0,10475,2,1,73871,0
638834452,e-Book,Playstore,29,0,NA,82722,4,0,0,0
638822404,ecommerce,Playstore,57,1,9090.909091,19319,3,1,35699,4562
638811348,e-Book,Playstore,47,0,0,54624,4,0,0,0
638807124,ecommerce,Playstore,33,1,0,71837,2,0,0,0
638773012,Sports,Playstore,42,1,0,24395,3,1,20763,0
638625380,News,Playstore,16,1,0,83239,3,1,12115,6059
638594596,ecommerce,Playstore,34,1,6363.636364,52933,4,0,0,0
638586244,Education,Playstore,55,0,100240.9091,50389,4,0,0,0
638568436,Lifestyle,Playstore,23,1,1119982.727,34835,2,1,18862,6010
638555172,e-Book,Playstore,79,1,0,95826,2,0,0,0
638550580,Sports,Playstore,79,0,NA,85558,4,1,99898,0
638330676,Communication,Playstore,63,0,0,59907,4,1,76944,9261
638322260,e-Book,Playstore,53,0,0,72431,3,0,0,0
638301092,Travel,Playstore,47,1,0,94461,3,0,0,0
638211908,Education,Playstore,45,1,0,83946,2,0,0,0
638181508,Travel,Playstore,57,1,0,32364,3,0,0,0
638175668,News,Playstore,26,1,0,18183,4,0,0,0
638134660,News,Playstore,61,1,110781.8182,75774,3,1,15955,9675
638015428,Lifestyle,Playstore,16,0,436363.6364,20229,3,0,0,0
637897540,Education,Playstore,71,1,54545.45455,10127,2,1,77925,0
637862356,Banking,Playstore,38,1,0,52292,4,0,0,0
637842292,Video,Playstore,44,0,0,23385,2,1,34224,4942
637788340,Others,Playstore,77,1,104545.4545,66109,4,1,81473,0
637738276,Travel,Playstore,21,0,3181.818182,50441,3,1,40694,0
637655684,Communication,Playstore,68,1,0,60951,2,1,19198,0
637589268,Others,Playstore,65,1,0,87584,2,1,75994,5409
637575668,e-Book,Playstore,75,1,0,75959,2,0,0,0
5320290328,Others,Playstore,69,0,0,77948,4,1,75369,1770
5320290168,News,Playstore,28,0,0,85853,4,0,0,0
5320279048,ecommerce,Playstore,76,0,0,88327,3,0,0,0
5320268728,e-Book,Playstore,50,1,54545.45455,78843,3,0,0,0
5320219240,Travel,Playstore,48,0,545.4545455,72083,2,0,0,0
